2014-01-01 06:12:00 UTC	5.7	26	75	3.6
2014-01-01 06:18:00 UTC	5.9	36	81	3.8
2014-01-01 06:24:00 UTC	5.7	16	65	3.5
2014-01-01 06:30:00 UTC	6.4	31	67	3.8
2014-01-01 06:36:00 UTC	6.2	7	67	3.7
2014-01-01 06:42:00 UTC	5.5	26	70	3.9
2014-01-01 06:48:00 UTC	5.8	32	67	3.7
2014-01-01 06:54:00 UTC	6.1	23	76	4.2
2014-01-01 07:00:00 UTC	5.8	9	76	4.0
2014-01-01 07:06:00 UTC	6.5	14	70	3.7
2014-01-01 07:12:00 UTC	6.3	26	68	3.7
2014-01-01 07:18:00 UTC	5.5	8	70	4.0
2014-01-01 07:24:00 UTC	5.5	20	74	3.5
2014-01-01 07:30:00 UTC	6.3	31	73	4.1
2014-01-01 07:36:00 UTC	5.6	22	82	3.5
2014-01-01 07:42:00 UTC	5.8	33	82	4.0
2014-01-01 07:48:00 UTC	6.3	10	70	3.8
2014-01-01 07:54:00 UTC	5.6	11	67	3.9
2014-01-01 08:00:00 UTC	6.5	19	66	4.0
2014-01-01 08:06:00 UTC	6.0	2	76	3.5
2014-01-01 08:12:00 UTC	6.3	37	76	3.9
2014-01-01 08:18:00 UTC	5.7	37	65	3.5
2014-01-01 08:24:00 UTC	6.0	13	73	3.8
2014-01-01 08:30:00 UTC	6.1	9	77	4.1
2014-01-01 08:36:00 UTC	5.7	2	78	4.1
2014-01-01 08:42:00 UTC	6.0	10	82	3.5
2014-01-01 08:48:00 UTC	6.1	30	74	3.8
2014-01-01 08:54:00 UTC	6.5	6	74	4.0
2014-01-01 09:00:00 UTC	5.9	4	82	3.4
2014-01-01 09:06:00 UTC	6.1	27	66	3.7
2014-01-01 09:12:00 UTC	6.0	21	77	3.7
2014-01-01 09:18:00 UTC	5.6	17	72	3.7
2014-01-01 09:24:00 UTC	5.5	20	75	4.0
2014-01-01 09:30:00 UTC	6.4	29	77	3.9
2014-01-01 09:36:00 UTC	5.8	31	79	3.6
2014-01-01 09:42:00 UTC	6.1	12	67	4.1
2014-01-01 09:48:00 UTC	6.0	28	81	3.7
2014-01-01 09:54:00 UTC	6.4	4	70	3.5
2014-01-01 10:00:00 UTC	5.9	3	71	4.2
2014-01-01 10:06:00 UTC	6.2	11	80	3.8
2014-01-01 10:12:00 UTC	5.9	15	68	3.6
2014-01-01 10:18:00 UTC	6.3	22	68	3.4
2014-01-01 10:24:00 UTC	6.4	34	81	3.7
2014-01-01 10:30:00 UTC	5.6	31	81	3.7
2014-01-01 10:36:00 UTC	5.6	33	73	4.1
2014-01-01 10:42:00 UTC	5.5	32	73	3.4
2014-01-01 10:48:00 UTC	6.5	24	76	3.4
2014-01-01 10:54:00 UTC	6.3	8	81	3.6
2014-01-01 11:00:00 UTC	6.1	19	75	3.5
2014-01-01 11:06:00 UTC	5.9	30	71	4.1
2014-01-01 11:12:00 UTC	6.4	3	75	3.5
2014-01-01 11:18:00 UTC	6.5	22	66	3.7
2014-01-01 11:24:00 UTC	6.0	16	70	4.1
2014-01-01 11:30:00 UTC	6.0	8	71	3.7
2014-01-01 11:36:00 UTC	5.9	25	67	3.5
2014-01-01 11:42:00 UTC	5.8	4	69	4.0
2014-01-01 11:48:00 UTC	6.0	6	76	4.0
2014-01-01 11:54:00 UTC	5.7	34	76	3.7
2014-01-01 12:00:00 UTC	5.7	9	77	3.9
2014-01-01 12:06:00 UTC	6.3	33	68	4.1
2014-01-01 12:12:00 UTC	5.9	34	82	3.5
2014-01-01 12:18:00 UTC	6.2	4	82	4.2
2014-01-01 12:24:00 UTC	6.0	6	79	3.5
